,Qualification,Experience,Rating,Place,Profile,Fees
4484,"DDVL,DDV",4,99,Mumbai,Unknown,100
4485,BHMS,5,0,Hyderabad,Unknown,150
4486,"MD,BDS,MDS",17,98,Hyderabad,Unknown,300
4487,"MBBS,Diploma in Dermatology",9,0,Hyderabad,Unknown,650
4488,"MBBS,DNB,DLO",23,88,Bangalore,Unknown,600
4489,"MBBS,DDV",43,0,Mumbai,Unknown,300
4490,MS,6,0,Hyderabad,Unknown,400
4491,MBBS,34,0,Delhi,Unknown,500
4492,BHMS,8,0,Hyderabad,Unknown,150
4493,"MD,BDS,MDS",10,98,Chennai,Unknown,300
4494,"MBBS,DNB,DLO",14,95,Delhi,Unknown,400
4495,"MD,MBBS",18,0,Hyderabad,Unknown,400
4496,BDS,4,0,Ernakulam,Unknown,300
4497,BHMS,3,0,Delhi,Unknown,200
4498,"MD,BHMS",17,0,Bangalore,Unknown,300
4499,BAMS,36,0,Delhi,Unknown,100
4500,"MD,MBBS",14,92,Delhi,Unknown,100
4501,DDV,4,98,Bangalore,Unknown,500
4502,BHMS,26,0,Delhi,Unknown,300
4503,"MBBS,DNB,DLO",25,0,Delhi,Unknown,400
4504,MBBS,17,83,Delhi,Unknown,100
4505,"MD,BAMS",6,0,Delhi,Unknown,100
4506,"MD,BDS,MDS",24,99,Delhi,Unknown,800
4507,"MD,MBBS",25,62,Bangalore,Unknown,500
4508,"MD,MBBS",10,0,Coimbatore,Unknown,200
4509,MBBS,13,92,Bangalore,Unknown,400
4510,MBBS,19,0,Hyderabad,Unknown,300
4511,"MD,MBBS",15,93,Delhi,Unknown,100
4512,"MBBS,DLO",30,90,Bangalore,Unknown,400
4513,"MBBS,DDV",8,100,Mumbai,Unknown,700
4514,"MD,MBBS",14,0,Delhi,Unknown,350
4515,MBBS,6,0,Chennai,Unknown,150
4516,"MD,MBBS",36,0,Hyderabad,Unknown,600
4517,"MD,BAMS",3,0,Bangalore,Unknown,300
4518,MBBS,30,0,Mumbai,Unknown,800
4519,"MD,BHMS",15,95,Bangalore,Unknown,750
4520,"MD,BDS,MDS",10,97,Delhi,Unknown,100
4521,"MD,BAMS",15,93,Bangalore,Unknown,150
4522,"MD,BDS,MDS",10,100,Chennai,Dentist,200
4523,"MD,BDS,MDS",18,0,Chennai,Unknown,300
4524,BAMS,17,0,Mumbai,Unknown,100
4525,"MD,BHMS",12,100,Chennai,Unknown,200
4526,"MD,MBBS",9,93,Bangalore,Unknown,650
4527,BAMS,8,0,Delhi,Unknown,500
4528,"MBBS,DLO",4,0,Hyderabad,Unknown,250
4529,"MD,BDS,MDS",8,0,Coimbatore,Unknown,300
4530,BDS,7,99,Mumbai,Dentist,200
4531,BDS,17,0,Thiruvananthapuram,Unknown,200
4532,"MD,BDS,MDS",19,0,Delhi,Unknown,500
4533,"MD,BDS,MDS",24,98,Bangalore,Unknown,250
4534,"MD,BDS,MDS",14,99,Delhi,Unknown,500
4535,"MD,BDS,MDS",8,0,Chennai,Unknown,200
4536,MS,42,0,Delhi,Unknown,100
4537,BHMS,3,100,Bangalore,Unknown,350
4538,"MBBS,DNB,DLO",15,0,Bangalore,Unknown,350
4539,MBBS,10,0,Bangalore,Unknown,400
4540,"MD,BDS,MDS",12,0,Coimbatore,Unknown,200
4541,BAMS,30,0,Mumbai,Unknown,200
4542,"MD,MBBS",11,0,Delhi,Unknown,500
4543,BHMS,8,0,Mumbai,Unknown,500
4544,BAMS,0,0,Mumbai,Unknown,100
4545,"MBBS,DLO",25,0,Delhi,Unknown,500
4546,BAMS,8,0,Hyderabad,Unknown,300
4547,"MBBS,DNB,DLO",13,0,Chennai,Unknown,250
4548,"MD,MBBS",19,0,Chennai,Unknown,300
4549,"MD,MBBS",29,90,Bangalore,Unknown,650
4550,MBBS,8,0,Chennai,Unknown,600
4551,"MBBS,DLO",6,97,Hyderabad,Unknown,200
4552,"MBBS,DNB,DLO",12,98,Bangalore,Unknown,400
4553,"MD,MBBS",16,97,Delhi,Unknown,800
4554,"MD,MBBS,DDV",36,97,Mumbai,Unknown,100
4555,"MD,MBBS",14,93,Hyderabad,Unknown,300
4556,MBBS,13,90,Mumbai,Unknown,100
4557,"MD,MBBS",6,0,Ernakulam,Unknown,250
4558,MD,33,87,Mumbai,Unknown,400
4559,BAMS,10,97,Delhi,Unknown,500
4560,BAMS,19,0,Delhi,Unknown,300
4561,MBBS,20,100,Mumbai,Unknown,500
4562,"MBBS,DNB,DLO",12,93,Bangalore,Unknown,400
4563,"MD,MBBS",9,0,Bangalore,Unknown,350
4564,BDS,8,97,Delhi,Dentist,200
4565,MBBS,16,95,Bangalore,Unknown,250
4566,"MBBS,DNB",8,0,Hyderabad,Unknown,150
4567,"MD,MBBS",10,0,Ernakulam,Unknown,300
4568,BAMS,16,0,Delhi,Unknown,100
4569,BDS,22,0,Thiruvananthapuram,Unknown,150
4570,"MD,BDS,MDS",10,0,Mumbai,Unknown,200
4571,MBBS,20,87,Hyderabad,Unknown,600
4572,"MD,MBBS",30,85,Delhi,Unknown,600
4573,MBBS,22,82,Bangalore,Unknown,250
4574,"BDS,PhD",11,100,Coimbatore,Unknown,100
4575,"MD,BDS,MDS",13,0,Bangalore,Dentist,300
4576,BAMS,21,96,Bangalore,Unknown,200
4577,"MBBS,DNB",14,96,Delhi,Unknown,300
4578,BAMS,23,97,Chennai,Unknown,400
4579,BAMS,39,0,Delhi,Unknown,900
4580,BDS,18,97,Bangalore,Dentist,250
4581,MBBS,5,100,Bangalore,Unknown,450
4582,"MD,BDS,MDS",47,94,Delhi,Unknown,400
4583,BAMS,31,0,Mumbai,Unknown,100
4584,BDS,10,0,Chennai,Unknown,200
4585,MBBS,3,0,Chennai,Unknown,300
4586,"MD,BHMS",8,0,Bangalore,Unknown,300
4587,"MD,BDS,MDS",10,96,Mumbai,Unknown,200
4588,MBBS,30,81,Mumbai,Unknown,800
4589,MBBS,38,94,Bangalore,Unknown,500
4590,BDS,5,98,Coimbatore,Dentist,300
4591,"MD,MBBS",17,0,Hyderabad,Unknown,350
4592,"MD,BHMS",11,100,Mumbai,Unknown,500
4593,MD,12,0,Hyderabad,Unknown,350
4594,BAMS,12,0,Mumbai,Unknown,100
4595,"MD,BDS,MDS",20,0,Chennai,Unknown,100
4596,"MD,BDS,MDS",22,98,Mumbai,Unknown,500
4597,BAMS,6,0,Hyderabad,Unknown,350
4598,MBBS,28,94,Delhi,Unknown,300
4599,"MD,MBBS",28,0,Hyderabad,Unknown,500
4600,"MD,BDS,MDS",6,0,Hyderabad,Dentist,250
4601,"MBBS,DNB,DLO",11,100,Mumbai,Unknown,100
4602,"MBBS,DLO",21,0,Hyderabad,Unknown,350
4603,"MBBS,DDV",19,100,Delhi,Unknown,200
4604,BHMS,7,92,Chennai,Unknown,500
4605,"MD,BDS,MDS",14,0,Coimbatore,Unknown,100
4606,MBBS,37,74,Mumbai,Unknown,700
4607,"MD,MBBS",45,75,Delhi,Unknown,100
4608,BAMS,14,0,Hyderabad,Unknown,300
4609,BAMS,2,0,Bangalore,Unknown,250
4610,"MD,MBBS",22,76,Bangalore,Unknown,500
4611,BDS,3,0,Chennai,Unknown,100
4612,"MD,MBBS",7,0,Delhi,Unknown,400
4613,MBBS,20,0,Delhi,Unknown,500
4614,BDS,9,0,Delhi,Unknown,250
4615,"MD,MBBS",5,0,Mumbai,Unknown,600
4616,"MD,MBBS",14,0,Delhi,Unknown,100
4617,"MD,BAMS",29,100,Mumbai,Unknown,500
4618,"MD,BAMS",9,98,Mumbai,Unknown,300
4619,"MD,BDS,MDS",13,99,Delhi,Unknown,500
4620,"BHMS,LCEH",50,0,Mumbai,Unknown,800
4621,"MD,MBBS",6,0,Hyderabad,Unknown,300
4622,"MD,BDS,MDS",9,0,Chennai,Dentist,200
4623,MBBS,6,0,Delhi,Unknown,500
4624,BHMS,11,0,Hyderabad,Unknown,300
4625,"MD,BDS,MDS",18,97,Delhi,Dentist,500
4626,BDS,29,94,Bangalore,Dentist,300
4627,BAMS,8,0,Mumbai,Unknown,200
4628,"MD,MBBS",12,97,Mumbai,Unknown,500
4629,"MD,MBBS",31,90,Chennai,Unknown,500
4630,BHMS,9,0,Mumbai,Unknown,500
4631,"MBBS,DNB",7,0,Bangalore,Unknown,500
4632,"MD,MBBS",40,0,Delhi,Unknown,700
4633,BAMS,2,0,Chennai,Unknown,300
4634,BDS,11,0,Mumbai,Dentist,100
4635,"MBBS,DNB",18,0,Chennai,Unknown,500
4636,"MBBS,DNB",33,0,Delhi,Unknown,100
4637,"MBBS,DDVL,DDV",14,96,Chennai,Unknown,500
4638,"MBBS,DNB,DLO",14,94,Hyderabad,Unknown,500
4639,BDS,12,97,Bangalore,Unknown,200
4640,BHMS,21,0,Mumbai,Unknown,500
4641,MBBS,21,0,Mumbai,Unknown,400
4642,MBBS,33,91,Mumbai,Unknown,400
4643,"MD,BDS,MDS",20,97,Bangalore,Unknown,300
4644,MBBS,32,0,Chennai,Unknown,100
4645,"MBBS,DLO",11,0,Delhi,Unknown,300
4646,BAMS,10,0,Hyderabad,Unknown,100
4647,"MD,BHMS",8,0,Bangalore,Unknown,450
4648,"MBBS,DNB",11,82,Hyderabad,Unknown,500
4649,BDS,28,99,Bangalore,Unknown,250
4650,BAMS,11,91,Bangalore,Unknown,300
4651,"MBBS,DLO",39,0,Chennai,Unknown,100
4652,"MD,BDS,MDS",12,99,Delhi,Unknown,100
4653,"MD,MBBS",14,0,Delhi,Unknown,400
4654,"MD,MBBS",12,96,Delhi,Unknown,700
4655,"MBBS,DLO",6,0,Delhi,Unknown,400
4656,BAMS,15,98,Chennai,Unknown,500
4657,MBBS,9,0,Mumbai,Unknown,150
4658,"MD,MBBS",3,0,Chennai,Unknown,600
4659,"MD,BDS,MDS",6,100,Hyderabad,Unknown,200
4660,"MD,BDS,MDS",46,90,Bangalore,Unknown,250
4661,BDS,19,0,Mumbai,Unknown,100
4662,BAMS,25,0,Mumbai,Unknown,100
4663,"MBBS,Diploma in Dermatology",14,94,Hyderabad,Unknown,400
4664,MD,8,0,Mumbai,Unknown,100
4665,"MBBS,DNB,Diploma in Dermatology",9,90,Mumbai,Unknown,500
4666,BAMS,7,0,Thiruvananthapuram,Unknown,100
4667,"MD,BDS,MDS",12,100,Hyderabad,Dentist,300
4668,"MD,MBBS",42,0,Mumbai,Unknown,500
4669,"MBBS,DDVL,DDV",10,99,Chennai,Unknown,500
4670,MBBS,26,0,Mumbai,Unknown,400
4671,"MD,BDS,MDS",24,98,Ernakulam,Unknown,200
4672,"MBBS,DDV",20,97,Bangalore,Unknown,500
4673,MBBS,34,90,Mumbai,Unknown,100
4674,"MD,MBBS",10,100,Bangalore,Unknown,700
4675,"MD,BDS,MDS",6,0,Ernakulam,Unknown,150
4676,BHMS,21,0,Bangalore,Unknown,350
4677,"MD,BHMS",46,84,Bangalore,Unknown,500
4678,"MBBS,DNB",13,0,Bangalore,Unknown,600
4679,BHMS,15,0,Hyderabad,Unknown,50
4680,BDS,13,0,Hyderabad,Unknown,200
4681,"MBBS,DDV",28,86,Bangalore,Unknown,300
4682,BDS,15,100,Chennai,Dentist,100
4683,"MD,MBBS",10,83,Bangalore,Unknown,400
4684,"MBBS,DNB",19,0,Hyderabad,Unknown,200
4685,"MD,BDS,MDS",8,99,Chennai,Unknown,100
4686,"MBBS,DDVL,DDV,DNB",22,90,Bangalore,Unknown,650
4687,MD,20,94,Delhi,Unknown,500
4688,BDS,16,0,Coimbatore,Unknown,100
4689,"MBBS,DDVL,DDV",8,0,Chennai,Unknown,200
4690,"MD,BDS,MDS",27,90,Hyderabad,Unknown,250
4691,"MD,BDS,MDS",7,0,Delhi,Unknown,250
4692,MBBS,49,91,Bangalore,Unknown,250
4693,BHMS,27,0,Delhi,Unknown,200
4694,"MD,BDS,MDS",13,98,Hyderabad,Dentist,300
4695,DNB,10,0,Bangalore,Unknown,500
4696,"MD,BAMS",9,0,Bangalore,Unknown,300
4697,BHMS,5,100,Chennai,Unknown,200
4698,BAMS,11,0,Delhi,Unknown,800
4699,"MD,MBBS",23,0,Hyderabad,Unknown,300
4700,"MD,BDS,MDS",12,0,Coimbatore,Unknown,100
4701,BDS,4,0,Thiruvananthapuram,Unknown,100
4702,"MD,BAMS",44,0,Bangalore,Unknown,100
4703,BAMS,17,0,Mumbai,Unknown,300
4704,"MD,MBBS",50,96,Delhi,Unknown,100
4705,"MD,BDS,MDS",7,99,Coimbatore,Unknown,200
4706,"MD,BHMS",19,0,Chennai,Unknown,300
4707,"MBBS,DNB",13,0,Hyderabad,Unknown,300
4708,MBBS,40,0,Bangalore,Unknown,300
4709,"MD,BDS,MDS",15,93,Chennai,Unknown,400
4710,BAMS,5,0,Delhi,Unknown,150
4711,BHMS,9,100,Chennai,Unknown,200
4712,BAMS,14,0,Hyderabad,Unknown,100
4713,BDS,7,100,Hyderabad,Unknown,200
4714,"MD,BDS,MDS",21,95,Bangalore,Unknown,500
4715,"MD,BDS,MDS",32,0,Hyderabad,Dentist,100
4716,MBBS,19,0,Mumbai,Unknown,500
4717,BAMS,32,0,Hyderabad,Unknown,100
4718,BHMS,18,92,Mumbai,Unknown,700
4719,BDS,13,95,Hyderabad,Unknown,200
4720,BAMS,15,0,Mumbai,Unknown,200
4721,BHMS,13,0,Bangalore,Unknown,300
4722,"MD,BDS,MDS",8,100,Mumbai,Dentist,200
4723,"MD,MBBS",26,0,Chennai,Unknown,250
4724,"MD,BDS,MDS",8,100,Delhi,Unknown,100
4725,"MBBS,DNB",33,0,Mumbai,Unknown,300
4726,BAMS,17,97,Bangalore,Unknown,150
4727,BDS,7,0,Hyderabad,Unknown,100
4728,"MBBS,DNB",23,0,Mumbai,Unknown,900
4729,BDS,24,95,Bangalore,Dentist,300
4730,"MD,MBBS",33,0,Chennai,Unknown,200
4731,BDS,15,0,Coimbatore,Unknown,50
4732,"MBBS,DDVL,DDV",14,100,Delhi,Unknown,400
4733,BHMS,19,0,Bangalore,Unknown,300
4734,BHMS,9,0,Mumbai,Unknown,200
4735,BAMS,8,100,Delhi,Unknown,200
4736,MS,30,0,Delhi,Unknown,250
4737,BHMS,9,0,Delhi,Unknown,200
4738,BAMS,31,0,Mumbai,Unknown,50
4739,"MD,BAMS",21,93,Hyderabad,Unknown,200
4740,BDS,22,95,Delhi,Unknown,300
4741,BDS,10,0,Bangalore,Unknown,200
4742,BAMS,25,0,Delhi,Unknown,500
4743,"BAMS,M.D.",11,0,Ernakulam,Unknown,150
4744,"MD,MBBS",8,0,Coimbatore,Unknown,200
4745,BAMS,31,98,Bangalore,Unknown,250
4746,"MD,MBBS",44,0,Hyderabad,Unknown,20
4747,BDS,25,98,Thiruvananthapuram,Unknown,200
4748,BDS,8,96,Mumbai,Dentist,200
4749,"MD,BDS,MDS",16,97,Chennai,Dentist,500
4750,MBBS,7,100,Mumbai,Unknown,700
4751,BDS,6,0,Hyderabad,Dentist,100
4752,MBBS,11,85,Bangalore,Unknown,300
4753,BHMS,9,0,Hyderabad,Unknown,100
4754,"MD,MDS",17,96,Mumbai,Unknown,100
4755,DLO,16,0,Bangalore,Unknown,300
4756,Get inspired by remarkable stories of people like you,0,0,Unknown,Unknown,100
4757,"MD,BHMS",26,0,Hyderabad,Unknown,800
4758,"MD,BDS",7,98,Bangalore,Dentist,100
4759,BDS,7,0,Delhi,Unknown,200
4760,MBBS,26,0,Hyderabad,Unknown,500
4761,BDS,51,0,Coimbatore,Unknown,150
4762,"MD,BDS,MDS",21,95,Hyderabad,Unknown,300
4763,"MD,MBBS",15,99,Delhi,Unknown,100
4764,"MBBS,DDVL,DDV,DNB",10,0,Mumbai,Unknown,500
4765,"MD,BAMS",18,0,Bangalore,Unknown,400
4766,BDS,21,98,Hyderabad,Unknown,200
4767,BHMS,19,99,Bangalore,Unknown,300
4768,"MD,BDS,MDS",10,98,Chennai,Dentist,100
4769,MBBS,5,100,Chennai,Unknown,500
4770,"MD,BAMS,PhD",9,0,Bangalore,Unknown,300
4771,"MD,MBBS",6,0,Delhi,Unknown,750
4772,"MD,BDS,MDS",22,99,Ernakulam,Unknown,100
4773,"MD,MBBS",55,0,Chennai,Unknown,200
4774,BAMS,16,0,Mumbai,Unknown,500
4775,"MBBS,DNB",14,98,Mumbai,General Medicine,600
4776,"MD,MBBS",8,93,Chennai,Unknown,550
4777,MBBS,8,0,Hyderabad,Unknown,250
4778,MBBS,38,0,Chennai,Unknown,300
4779,"MD,BDS,MDS",10,99,Bangalore,Unknown,300
4780,"MD,MBBS",6,94,Bangalore,Unknown,500
4781,"MD,MBBS",5,0,Hyderabad,Unknown,500
4782,"MD,BDS,MDS",13,97,Bangalore,Unknown,100
4783,BDS,17,100,Hyderabad,Dentist,250
4784,"MD,BDS,MDS",4,0,Delhi,Unknown,250
4785,BHMS,10,0,Chennai,Unknown,450
4786,BAMS,17,0,Mumbai,Unknown,700
4787,BAMS,19,93,Bangalore,Unknown,300
4788,MBBS,14,0,Hyderabad,Unknown,150
4789,BHMS,12,0,Bangalore,Unknown,500
4790,"MD,BDS,MDS",13,96,Hyderabad,Dentist,300
4791,"MD,MBBS",11,98,Bangalore,Unknown,500
4792,"MD,MBBS",6,93,Bangalore,Unknown,800
4793,"MD,MBBS",32,0,Hyderabad,Unknown,500
4794,BAMS,7,96,Chennai,Unknown,400
4795,"MD,MBBS",39,96,Mumbai,Unknown,100
4796,BHMS,6,0,Mumbai,Unknown,300
4797,BAMS,10,95,Hyderabad,Unknown,300
4798,"MD,BDS,MDS",8,100,Coimbatore,Unknown,150
4799,"MBBS,DLO",8,0,Bangalore,Unknown,400
4800,"MD,BDS,MDS",9,94,Mumbai,Dentist,100
4801,MBBS,23,0,Delhi,Unknown,200
4802,MBBS,11,95,Bangalore,Unknown,300
4803,MBBS,25,0,Chennai,Unknown,300
4804,"MD,BDS,MDS",16,100,Hyderabad,Dentist,200
4805,"MD,BDS,MDS",13,0,Hyderabad,Dentist,100
4806,MBBS,40,73,Bangalore,Unknown,200
4807,"MD,BDS,MDS",22,98,Hyderabad,Dentist,300
4808,BDS,9,100,Mumbai,Unknown,100
4809,"MD,MBBS,DDV",13,89,Mumbai,Unknown,600
4810,MS,34,0,Mumbai,Unknown,350
4811,BDS,20,89,Ernakulam,Unknown,500
4812,MBBS,39,0,Mumbai,Unknown,150
4813,"MBBS,DDVL,DDV",14,97,Chennai,Unknown,350
4814,"MD,MBBS",23,82,Chennai,Unknown,100
4815,"MBBS,DDVL,DDV",8,98,Bangalore,Unknown,400
4816,BAMS,21,0,Mumbai,Unknown,70
4817,"MD,MBBS",21,92,Bangalore,Unknown,600
4818,"MD,BAMS",20,100,Bangalore,Unknown,400
4819,BHMS,10,98,Delhi,Unknown,300
4820,"MBBS,DLO",8,0,Hyderabad,Unknown,200
4821,"MBBS,DDVL,DDV",22,0,Unknown,Unknown,150
4822,"MD,BDS,MDS",19,99,Hyderabad,Unknown,200
4823,"MD,MBBS",43,65,Mumbai,Unknown,100
4824,"MD,MBBS",9,96,Bangalore,Unknown,450
4825,"MD,BHMS",10,0,Chennai,Unknown,450
4826,"MD,MBBS",28,0,Mumbai,Unknown,500
4827,"MD,BDS,MDS",19,95,Hyderabad,Unknown,100
4828,"MD,BHMS",15,94,Delhi,Unknown,300
4829,"MBBS,DLO",15,99,Bangalore,Unknown,350
4830,MBBS,33,0,Delhi,Unknown,500
4831,MBBS,34,0,Delhi,Unknown,400
4832,"MBBS,DDVL,DDV,DNB",19,93,Bangalore,Unknown,500
4833,"MBBS,DDVL,DDV,DNB",15,97,Delhi,Unknown,900
4834,"MD,BAMS",11,0,Ernakulam,Unknown,100
4835,BAMS,29,0,Delhi,Unknown,150
4836,MBBS,19,89,Bangalore,Unknown,500
4837,"MD,BAMS",24,0,Bangalore,Unknown,300
4838,BAMS,11,0,Bangalore,Unknown,200
4839,"MD,BDS,MDS",16,99,Hyderabad,Dentist,300
4840,"MD,MBBS",12,0,Bangalore,Unknown,600
4841,MBBS,22,77,Delhi,Unknown,400
4842,"MD,MBBS",35,0,Mumbai,Unknown,100
4843,"MBBS,DNB",9,0,Hyderabad,Unknown,500
4844,"MD,MBBS",13,100,Coimbatore,Unknown,150
4845,Get inspired by remarkable stories of people like you,0,0,Unknown,Unknown,100
4846,"MD,BDS,MDS",16,99,Mumbai,Unknown,100
4847,"MD,MBBS",37,0,Delhi,Unknown,100
4848,BHMS,21,0,Mumbai,Unknown,400
4849,"MD,MBBS,DNB",17,67,Bangalore,Unknown,650
4850,MD,42,91,Delhi,Unknown,700
4851,"MD,BAMS",29,0,Delhi,Unknown,500
4852,BDS,23,99,Ernakulam,Unknown,200
4853,"MD,MBBS",29,96,Delhi,Unknown,700
4854,MBBS,30,0,Hyderabad,Unknown,100
4855,BDS,12,0,Bangalore,Dentist,300
4856,"MBBS,DDV",21,0,Mumbai,Unknown,500
4857,BAMS,5,0,Delhi,Unknown,500
4858,"MBBS,DDVL,DDV",7,0,Hyderabad,Unknown,500
4859,BAMS,25,99,Delhi,Unknown,300
4860,"MBBS,DDVL,DDV",11,98,Mumbai,Unknown,100
4861,"MD,BDS,MDS",6,100,Bangalore,Unknown,200
4862,"MBBS,DDVL,DDV",6,100,Delhi,Unknown,500
4863,"MD,MBBS",12,94,Delhi,Unknown,150
4864,BDS,20,0,Coimbatore,Unknown,70
4865,BHMS,26,0,Mumbai,Unknown,500
4866,"MD,MBBS",13,0,Delhi,Unknown,200
4867,BDS,5,0,Bangalore,Unknown,100
4868,"MD,DDV",14,100,Mumbai,Unknown,500
4869,BAMS,7,0,Mumbai,Unknown,100
4870,"MD,BDS,MDS",21,95,Delhi,Unknown,500
4871,MBBS,40,0,Hyderabad,Unknown,250
4872,"MD,BDS,MDS",9,100,Delhi,Unknown,500
4873,"MD,MBBS,Diploma in Dermatology",19,93,Hyderabad,Unknown,600
4874,BDS,9,94,Mumbai,Unknown,200
4875,"MD,MBBS",13,0,Bangalore,Unknown,300
4876,"MD,BDS,MDS",14,97,Ernakulam,Unknown,150
4877,"MBBS,DDVL,DDV",9,0,Hyderabad,Unknown,300
4878,"MD,MBBS",36,68,Bangalore,Unknown,500
4879,"MD,BDS,MDS",8,0,Mumbai,Unknown,400
4880,BAMS,5,100,Chennai,Unknown,500
4881,MBBS,19,0,Delhi,Unknown,700
4882,"MD,MBBS,DDV",36,97,Bangalore,Unknown,500
4883,"MD,MBBS",6,0,Hyderabad,Unknown,100
4884,"MD,BAMS",25,99,Bangalore,Unknown,250
4885,MBBS,25,0,Bangalore,Unknown,150
4886,BDS,6,0,Coimbatore,Unknown,150
4887,BHMS,10,100,Bangalore,Unknown,500
4888,"MBBS,DDVL,DDV",12,99,Bangalore,Unknown,350
4889,"MBBS,DLO",34,92,Bangalore,Unknown,380
4890,"MBBS,DNB",21,81,Delhi,Unknown,400
4891,BHMS,19,95,Hyderabad,Unknown,500
4892,"MD,BDS,MDS",19,97,Chennai,Unknown,300
4893,BDS,11,100,Mumbai,Unknown,250
4894,BHMS,4,0,Mumbai,Unknown,300
4895,MD,9,100,Bangalore,Unknown,400
4896,BHMS,12,0,Hyderabad,Unknown,200
4897,BAMS,12,0,Hyderabad,Unknown,200
4898,BDS,8,100,Mumbai,Unknown,200
4899,MBBS,16,0,Delhi,Unknown,700
4900,BDS,10,96,Hyderabad,Unknown,100
4901,"MD,MBBS",34,0,Ernakulam,Unknown,300
4902,"MD,MBBS",9,0,Chennai,Unknown,250
4903,BDS,21,99,Bangalore,Dentist,300
4904,"MBBS,DDVL,DDV",14,95,Bangalore,Unknown,500
4905,BAMS,10,92,Mumbai,Unknown,500
4906,MBBS,37,89,Bangalore,Unknown,400
4907,"MD,MBBS",36,0,Delhi,Unknown,500
4908,MBBS,22,0,Bangalore,Unknown,500
4909,"MD,MBBS",35,0,Bangalore,Unknown,600
4910,BDS,23,97,Bangalore,Unknown,250
4911,MD,14,99,Hyderabad,Unknown,500
4912,MBBS,30,91,Bangalore,Unknown,400
4913,BAMS,32,0,Mumbai,Unknown,200
4914,"MBBS,DNB,DLO",9,100,Hyderabad,Unknown,400
4915,"MD,BDS,MDS",11,0,Bangalore,Unknown,200
4916,"MD,MBBS",12,94,Hyderabad,Unknown,500
4917,"MD,BDS,MDS",19,97,Hyderabad,Unknown,200
4918,"MBBS,DDVL,DDV",9,95,Mumbai,Unknown,300
4919,"MD,MBBS",18,97,Delhi,Unknown,700
4920,MS,16,0,Ernakulam,Unknown,250
4921,BDS,2,0,Bangalore,Unknown,100
4922,"MD,BDS,MDS",9,0,Chennai,Unknown,500
4923,"MD,BHMS,PhD",43,0,Chennai,Unknown,300
4924,"MD,MBBS",11,97,Delhi,Unknown,500
4925,DNB,4,0,Mumbai,Unknown,500
4926,MBBS,5,0,Chennai,Unknown,300
4927,BDS,4,0,Thiruvananthapuram,Unknown,100
4928,MBBS,20,89,Hyderabad,Unknown,500
4929,"MBBS,DDVL,DDV",10,0,Hyderabad,Unknown,250
4930,BHMS,10,0,Chennai,Unknown,200
4931,"MBBS,DDV",42,0,Chennai,Unknown,150
4932,BAMS,12,95,Delhi,Unknown,400
4933,"MD,BDS,MDS",14,93,Chennai,Unknown,200
4934,BDS,8,0,Mumbai,Unknown,200
4935,"MD,BDS,MDS",9,92,Chennai,Unknown,200
4936,MBBS,8,0,Delhi,Unknown,500
4937,MBBS,5,0,Mumbai,Unknown,100
4938,BHMS,3,0,Bangalore,Unknown,500
4939,"MBBS,DLO",34,90,Chennai,Unknown,400
4940,"MD,MBBS",17,96,Delhi,Unknown,500
4941,"MD,MDS",9,0,Hyderabad,Dentist,250
4942,"MBBS,DNB,DLO",14,0,Bangalore,Unknown,500
4943,"MD,MDS",13,0,Mumbai,Unknown,200
4944,BHMS,22,0,Mumbai,Unknown,60
4945,BAMS,6,0,Mumbai,Unknown,50
4946,MBBS,0,0,Thiruvananthapuram,Unknown,200
4947,"MD,MBBS",29,88,Bangalore,Unknown,300
4948,BDS,43,0,Coimbatore,Unknown,100
4949,MBBS,32,94,Delhi,Unknown,100
4950,BDS,21,98,Hyderabad,Dentist,200
4951,"MD,BDS,MDS",8,96,Delhi,Unknown,500
4952,"MBBS,DNB",20,0,Chennai,Unknown,300
4953,BHMS,28,0,Mumbai,Unknown,70
4954,"MD,BHMS",19,0,Hyderabad,Unknown,750
4955,"MD,MBBS",21,0,Mumbai,Unknown,500
4956,MS,2,0,Chennai,Unknown,400
4957,MBBS,29,0,Chennai,Unknown,400
4958,BHMS,22,100,Mumbai,Unknown,100
4959,BHMS,20,100,Delhi,Unknown,500
4960,"MD,BDS,MDS",5,100,Mumbai,Unknown,100
4961,MD,20,93,Delhi,Unknown,100
4962,"MBBS,Diploma in Dermatology",15,91,Hyderabad,Unknown,400
4963,"MD,MBBS",15,94,Delhi,Unknown,500
4964,"MD,MBBS,Diploma in Dermatology",20,98,Delhi,Unknown,100
4965,BHMS,25,0,Delhi,Unknown,300
4966,MS,6,0,Hyderabad,Unknown,300
4967,"MD,BDS,MDS",21,100,Chennai,Unknown,100
4968,BAMS,14,0,Chennai,Unknown,100
4969,"MD,MBBS",20,56,Hyderabad,Unknown,300
4970,"MD,BHMS",30,0,Mumbai,Unknown,100
4971,MBBS,42,0,Hyderabad,Unknown,350
4972,"MD,MBBS",39,88,Delhi,Unknown,500
4973,BDS,12,99,Bangalore,Unknown,100
4974,BAMS,22,93,Mumbai,Unknown,100
4975,BDS,18,96,Bangalore,Dentist,200
4976,BDS,8,100,Chennai,Unknown,100
4977,"MD,MBBS",16,97,Chennai,Unknown,200
4978,BDS,14,0,Mumbai,Unknown,100
4979,"MD,MBBS",13,99,Hyderabad,Unknown,250
4980,BHMS,18,90,Mumbai,Unknown,700
4981,"MD,MBBS",3,0,Bangalore,Unknown,500
